Shipment#,Sales,Operations,Carrier legalName,Carrier displayName,Nature of Goods,Considerable Charging Unit,Origin Port,Commodity,Destination Port,isHouseholdGoods,isUsedGoods,isHazardous,isPerishable,isVehicle,Origin State,Destination State,Destination country,createdDate,shipmentStatus
MAT231886,Alexander Young,Benjamin Lee,British Airways,British Airways/SFO *,Other,196227,LAX,"Essential Oils

",DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-03-17T16:18:22.251Z,Completed
MAT232658,Lucas Thompson,William Johnson,Etihad Airways,Etihad Airways / LAX *,General,46759,ORD,Spray Nozzles Products ,IST,No,No,No,No,No,Illinois,Adana,Turkey,2023-04-17T09:50:02.498Z,Completed
MAT215877,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,161904,LAX,E-Liquid,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2021-10-07T15:10:44.308Z,Completed
MAT212168,Chloe Anderson,Maya Lopez,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,169237,LAX,General Cargo,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2021-04-29T02:35:14.839Z,Completed
MAT211733,Blake Garcia,Maya Lopez,Air India,Air India / SFO *,Other,130973,IAD,Steel Tube,MAA,No,No,No,No,No,District of Columbia,Tamil Nadu,India,2021-04-05T15:12:18.541Z,Completed
MAT232026,Alexander Young,William Johnson,Kuwait Airways,Kuwait Airways,General,77381,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2023-03-22T13:40:34.856Z,Completed
MAT216598,Ethan Baker,Mia Garcia,Pakistan International Airlines,Pakistan International Airlines,Other,216151,ORD,Measuring equipments,DMM,No,No,No,No,No,Illinois,Dammam,Saudi Arabia,2021-11-04T19:06:41.341Z,Completed
MAT226776,Ethan Baker,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,89670,DFW,Lithium Metal Batteries,CAI,No,No,Yes,No,No,Texas,Cairo,Egypt,2022-11-11T19:08:53.679Z,Completed
MAT232205,Alexander Young,Benjamin Lee,British Airways,British Airways/SFO *,General,73274,LAX,"E-liquid
",KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2023-03-28T22:59:33.281Z,Completed
MAT225013,Blake Garcia,Benjamin Lee,British Airways,British Airways/SFO *,General,110385,ATL,4 WG 94 Transmissions,MAA,No,No,No,No,No,Georgia,Tamil Nadu,India,2022-09-05T14:32:06.596Z,Completed
MAT234209,Alexander Young,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,Other,165817,SFO,E-liquids,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-06-20T21:34:31.938Z,Completed
MAT223194,Aurora Patel,Evelyn Jones,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,Other,306150,ORD,Commercial Cooking Kitchen Equipment/Conveyor Oven,MNL,No,No,No,No,No,Illinois,Metro Manila,Philippines,2022-06-06T04:49:06.042Z,Completed
MAT223553,Aurora Patel,Evelyn Jones,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,Other,225127,ORD,Commercial Cooking Equipment for Restaurant Use/Conveyor Ovens,MNL,No,No,No,No,No,,,Philippines,2022-06-21T22:45:58.861Z,Completed
MAT214244,Chloe Anderson,Liam Hernandez,British Airways,British Airways/LHR,Other,11425,IAD,Refactory Cement,BOM,No,No,No,No,No,District of Columbia,Maharashtra,India,2021-07-29T15:19:13.340Z,Completed
MAT237038,Blake Garcia,Ethan Wright,Air India,Air India / SFO*,General,318020,LAX,HAIR CARE PRODUSTS NON DG,DEL,No,No,No,No,No,California,Punjab,India,2023-11-01T07:00:39.787Z,Completed
MAT222732,Aurora Patel,Benjamin Lee,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,Other,26171,LAX,E-Liquid,DMM,No,No,No,No,No,California,Dammam,Saudi Arabia,2022-05-16T18:46:25.634Z,Completed
MAT230728,Evelyn Martin,Benjamin Lee,Mercury Air Cargo,Mercury World Cargo,General,289030,LAX,Essential Oils,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-01-30T21:31:04.892Z,Completed
MAT237588,Blake Garcia,Ethan Wright,All Nippon Airways ,All Nippon Airways / LAX *,General,194335,JFK,"Television / 
Non Stackable",MNL,No,No,No,No,No,New York,Metro Manila,Philippines,2023-11-29T14:28:04.509Z,Completed
MAT225825,Evelyn Martin,Ava Garcia,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,261400,LAX,Essential Oils,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-10-10T21:42:42.361Z,Completed
MAT233093,Lucas Thompson,William Johnson,Etihad Airways,Etihad Airways / LAX *,Other,204160,ORD,Agriculture Type Spray Nozzles,IST,No,No,No,No,No,Illinois,Adana,Turkey,2023-05-04T10:29:38.923Z,Completed
MAT227034,Aurora Patel,William Johnson,Kuwait Airways,Kuwait Airways,General,86678,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2022-11-22T19:46:00.392Z,Completed
MAT223231,Blake Garcia,Sophia Thomas,DHL Aviation Americas,DHL Aviation Americas / SFO *,Other,238638,IAH,Spare Parts,EBL,No,No,No,No,No,Texas,Kurdistan,Iraq,2022-06-07T09:41:32.291Z,Completed
MAT222166,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,287750,LAX,E-Liquids (Non-DG),KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-04-14T22:18:50.263Z,Completed
MAT241180,Maya Davis,Penelope Brooks,British Airways,British Airways / SFO *,Other,249035,LAX,E-Liquids,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2024-02-21T18:57:28.451Z,Released
MAT240413,Evelyn Martin,Penelope Brooks,British Airways,British Airways / SFO *,Other,272661,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2024-01-19T17:22:08.412Z,Released
MAT241762,Riley Lopez,Ava Garcia,Air France KLM Martinair Cargo,Air France KLM Martinair Cargo *,General,20679,IAH,General cargo,CDG,No,No,No,No,No,Texas,Île-de-France,France,2024-03-15T19:37:08.814Z,Released
MAT241668,Alexander Young,Ava Garcia,Air India,Air India / SFO*,General,120774,ORD,General cargo,DEL,No,No,No,No,No,Illinois,Punjab,India,2024-03-13T14:19:44.383Z,Released
MAT233639,Alexander Young,Benjamin Lee,Pakistan International Airlines,Pakistan International Airlines,Other,84724,ORD,Coils,JED,No,No,No,No,No,Illinois,Mecca,Saudi Arabia,2023-05-25T21:40:52.098Z,Completed
MAT233581,Lucas Thompson,Benjamin Lee,British Airways,British Airways/SFO *,General,276971,LAX,ESSENTIAL OILS,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-05-24T15:42:03.894Z,Completed
MAT224900,Evelyn Martin,Benjamin Lee,British Airways,British Airways/SFO *,General,308450,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-08-29T21:23:08.892Z,Completed
MAT242664,Ethan Baker,Michael Miller,Cargolux,Cargolux / SFO *,Other,124579,ORD,"Paint
Environmentally hazardous
substance, liquid, n.o.s.",BAH,No,No,Yes,No,No,Illinois,,Bahrain,2024-04-23T12:51:48.397Z,Active
MAT224818,Lucas Thompson,Evelyn Jones,British Airways,British Airways/SFO *,General,277347,JFK,VPSA Switching valve,BOM,No,No,No,No,No,New York,Maharashtra,India,2022-08-25T13:54:40.189Z,Completed
MAT214375,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,110853,IAD,GIFTS,ISU,No,No,No,No,No,District of Columbia,Kurdistan,Iraq,2021-08-03T22:29:26.547Z,Completed
MAT233797,Evelyn Martin,Sophia Thomas,British Airways,British Airways/SFO *,Other,294277,LAX,Essential Oils,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-06-01T18:14:30.905Z,Completed
MAT214127,Chloe Anderson,Liam Hernandez,Air India,Air India / SFO *,Other,140436,SFO,"CYLINDER, ALUMINUM FIBERWRAPPED, 65 CF",DEL,No,No,No,No,No,California,Punjab,India,2021-07-26T14:55:20.475Z,Completed
MAT224721,Lucas Thompson,Mia Garcia,Egypt Air Cargo,Egypt Air Cargo / JFK *,General,266186,JFK,VALVE LUBRICANT ,DMM,No,No,No,No,No,New York,Dammam,Saudi Arabia,2022-08-19T13:49:16.264Z,Completed
MAT226753,Aurora Patel,William Johnson,British Airways,British Airways/SFO *,Other,148489,PHL,E-Liquid,DXB,No,Yes,No,No,No,Pennsylvania,Al Garhoud,United Arab Emirates,2022-11-10T19:56:07.457Z,Completed
MAT240870,Maya Davis,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,Other,37103,LAX,E-Liquids,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2024-02-07T20:13:36.201Z,Released
MAT240150,Maya Davis,Noah Patel,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,General,303519,IAD,"Cosmetic

",JED,No,No,No,No,No,District of Columbia,Mecca,Saudi Arabia,2024-01-08T21:34:52.072Z,Released
MAT227787,Aurora Patel,Benjamin Lee,British Airways,British Airways/SFO *,Other,30914,PHL,E-Liquid,DXB,No,Yes,No,No,No,Pennsylvania,Al Garhoud,United Arab Emirates,2022-12-22T19:22:13.257Z,Completed
MAT233332,Evelyn Martin,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,Other,265179,ORD,"STEARIC ACID, POWDER 100LB",CAI,No,No,No,No,No,Illinois,Cairo,Egypt,2023-05-12T19:55:42.433Z,Claims
MAT220777,Aurora Patel,Daniel Young,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,105143,LAX,E-Liquids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-02-07T15:30:54.293Z,Completed
MAT234581,Evelyn Martin,Benjamin Lee,British Airways,British Airways/SFO *,Other,183797,MIA,Prime Drinks,DXB,No,No,No,No,No,Florida,Al Garhoud,United Arab Emirates,2023-07-10T14:43:43.615Z,Completed
MAT217749,Blake Garcia,Mia Garcia,British Airways,British Airways/LHR,Other,243089,ATL, Transmission parts,MAA,No,No,No,No,No,Georgia,Tamil Nadu,India,2021-12-22T15:13:30.250Z,Completed
MAT230849,Ethan Baker,Sophia Thomas,GULF AIR,GULF AIR / JFK *,General,62044,ATL,Medical devices,RUH,No,No,No,No,No,Georgia,Riyadh,Saudi Arabia,2023-02-03T15:06:41.790Z,Completed
MAT241535,Riley Bennett,Elijah Allen,Philippine Airlines Cargo,Philippine Airlines Cargo / MIA *,General,53386,LAX,Cosmetic products,RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2024-03-07T12:22:09.499Z,Released
MAT224318,Aurora Patel,Benjamin Lee,Qatar Airways,Qatar Airways / LAX *,General,276872,LAX,E-Liquids,KWI,No,No,No,No,No,,,Kuwait,2022-07-28T14:17:27.919Z,Completed
MAT220682,Aurora Patel,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Other,289599,LAX,E-Liquid,DMM,No,No,No,No,No,California,Dammam,Saudi Arabia,2022-02-01T16:23:50.721Z,Completed
MAT237785,Ethan Baker,Michael Miller,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,307938,JFK,"Mielle Rosemary Shampoo
",RUH,No,No,No,No,No,New York,Riyadh,Saudi Arabia,2023-12-07T16:04:41.431Z,Completed
MAT223766,Blake Garcia,Mia Garcia,British Airways,British Airways/SFO *,Other,116515,MIA,Rubber coated steel,MAA,No,No,No,No,No,,,India,2022-07-01T09:37:10.188Z,Completed
MAT222637,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,162708,LAX,E-Liquids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-05-10T18:50:33.014Z,Completed
MAT220015,Aurora Patel,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,48465,SFO,Cucumber Seeds ,BEY,No,No,No,No,No,California,Beirut,Lebanon,2022-01-03T15:48:19.810Z,Completed
MAT215076,Blake Garcia,Daniel Young,British Airways,British Airways/LHR,Other,137312,ATL,Medical products (Non-Haz),MAA,No,No,No,No,No,Georgia,Tamil Nadu,India,2021-09-01T15:14:10.404Z,Completed
MAT216386,Aurora Patel,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,210079,SFO,Cucumber Seed for Sowing ,BEY,No,No,No,No,No,California,Beirut,Lebanon,2021-10-27T22:20:07.229Z,Completed
MAT224155,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,General,248922,LAX,E-Liquids,KWI,No,No,No,No,No,,,Kuwait,2022-07-20T17:02:40.956Z,Completed
MAT233803,Alexander Young,Benjamin Lee,British Airways,British Airways/SFO *,Other,70010,LAX,E-liquids,BAH,No,No,No,No,No,California,,Bahrain,2023-06-01T21:34:14.831Z,Released
MAT222273,Ethan Baker,Sophia Thomas,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Dangerous Goods,47679,JFK,Zinc Oxide and cyclopentasiloxane ,BOM,No,No,Yes,No,No,New York,Maharashtra,India,2022-04-21T18:55:16.775Z,Completed
MAT242067,Maya Davis,Noah Patel,British Airways,British Airways / SFO *,Other,301763,PHL,"Essential Oils

",DXB,No,Yes,No,No,No,Pennsylvania,Al Garhoud,United Arab Emirates,2024-03-28T23:33:47.522Z,Released
MAT225254,Evelyn Martin,Ava Garcia,British Airways,British Airways/SFO *,General,48219,BOS,P-177 S Blue Coated Polyester Material ,BLR,No,No,No,No,No,Massachusetts,Karnataka,India,2022-09-19T15:05:34.892Z,Completed
MAT227700,Lucas Thompson,Sophia Thomas,Virgin Atlantic Cargo,Virgin Atlantic Cargo / ORD *,General,83962,LAX,"Cross Belt Analyser, Sabia X1-LINX Model (USD 165000.00) AS PER
PURCHSE ORDER NO RP/PRA/8338000026 DATE 10.05.2022",BOM,No,No,No,No,No,California,Maharashtra,India,2022-12-20T13:55:58.400Z,Completed
MAT222808,Aurora Patel,Mia Garcia,Pakistan International Airlines,Pakistan International Airlines,Other,37663,JFK,Carpets,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2022-05-19T12:41:49.005Z,Completed
MAT233416,Evelyn Martin,Amelia Robinson,British Airways,British Airways/SFO *,Other,202095,MCO,Essential Oils ,DXB,No,No,No,No,No,Florida,Al Garhoud,United Arab Emirates,2023-05-17T21:56:23.922Z,Completed
MAT225128,Aurora Patel,Mia Garcia,DHL Aviation Americas,DHL Aviation Americas / SFO *,General,18464,SEA,Machinery Parts,JED,No,No,No,No,No,Washington,Mecca,Saudi Arabia,2022-09-12T21:10:35.076Z,Completed
MAT212543,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,307413,ORD,Oxygen concentratrors,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2021-05-20T20:59:42.540Z,Completed
MAT231837,Evelyn Martin,Benjamin Lee,British Airways,British Airways/SFO *,General,33552,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-03-16T14:53:57.723Z,Completed
MAT231971,Evelyn Martin,Ava Garcia,Air India,Air India / SFO *,General,71172,SFO,"Mineral Supplement Water				",DEL,No,No,No,No,No,California,Punjab,India,2023-03-20T21:26:55.687Z,Completed
MAT232613,Evelyn Martin,Ava Garcia,Air India,Air India / SFO *,Other,308856,SFO,Solar Sea ( Concentrated water Inland Sea Water),DEL,No,No,No,No,No,California,Punjab,India,2023-04-13T19:28:44.020Z,Completed
MAT233212,Evelyn Martin,Ava Garcia,Air India,Air India / SFO *,Other,68762,SFO,"Mineral Supplement Water					
",DEL,No,No,No,No,No,California,Punjab,India,2023-05-09T15:45:44.572Z,Completed
MAT212778,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,309868,ORD,OXYGEN CONCENTRATORS,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2021-06-01T14:34:15.027Z,Completed
MAT237001,Blake Garcia,Sophia Thomas,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,308272,IAH,Paint Protection Films,DMM,No,No,No,No,No,Texas,Dammam,Saudi Arabia,2023-10-31T05:54:40.323Z,Completed
MAT233201,Lucas Thompson,Benjamin Lee,British Airways,British Airways/SFO *,General,85596,LAX,Used Laptops ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-05-09T10:59:37.294Z,Completed
MAT233214,Evelyn Martin,Ava Garcia,Air India,Air India / SFO *,Other,313839,SFO,"Mineral Supplement Water					
",DEL,No,No,No,No,No,California,Punjab,India,2023-05-09T15:52:02.691Z,Completed
MAT232468,Alexander Young,Ava Garcia,British Airways,British Airways/SFO *,General,285189,LAX,"E-liquid
",KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2023-04-06T20:26:16.596Z,Completed
MAT241326,Ethan Baker,Michael Miller,British Airways,British Airways / SFO *,General,246050,MIA,Mielle Rosemary Shampoo (Non-haz),RUH,No,No,No,No,No,Florida,Riyadh,Saudi Arabia,2024-02-28T14:44:42.510Z,Released
MAT203260,Aurora Patel,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,15989,DFW,Anti-Aging Skin Care Products,DWC,No,No,No,No,No,Texas,Dubai,United Arab Emirates,2020-12-11T16:16:55.160Z,Completed
MAT227853,Blake Garcia,Benjamin Lee,Air India,Air India / SFO *,General,121568,SFO,Bond Maintenance Shampoo,DEL,No,No,No,No,No,California,Punjab,India,2022-12-27T13:58:29.109Z,Completed
MAT223453,Blake Garcia,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,113148,IAD,Rubber coated steel,MAA,No,No,No,No,No,District of Columbia,Tamil Nadu,India,2022-06-16T13:02:10.584Z,Completed
MAT222066,Ethan Baker,Sophia Thomas,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Dangerous Goods,301391,JFK,Substance Liquid n.o.s.(Zinc Oxide) ,BOM,No,No,Yes,No,No,New York,Maharashtra,India,2022-04-11T16:16:32.838Z,Completed
MAT223765,Blake Garcia,Mia Garcia,British Airways,British Airways/SFO *,Other,67483,MIA,Rubber coated steel,MAA,No,No,No,No,No,,,India,2022-07-01T09:33:09.490Z,Completed
MAT227746,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,General,207030,LAX,"E-liquid

",KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-12-21T18:54:17.166Z,Completed
MAT237387,Ethan Baker,Michael Miller,Philippine Airlines Cargo,Philippine Airlines Cargo / MIA *,General,220554,SEA,"Laryngoscope Accessories

",RUH,No,No,No,No,No,Washington,Riyadh,Saudi Arabia,2023-11-16T21:22:46.566Z,Completed
MAT231820,Ethan Baker,Sophia Thomas,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,105248,DFW,UN3481  PI970 SEC II,CAI,No,No,No,No,No,Texas,Cairo,Egypt,2023-03-15T16:46:13.146Z,Completed
MAT231285,Alexander Young,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,General,255880,ATL,"Medical Supplies

",DOH,No,No,No,No,No,Georgia,Doha,Qatar,2023-02-23T18:11:48.090Z,Completed
MAT230898,Blake Garcia,Ava Garcia,British Airways,British Airways/SFO *,General,122077,IAH,Asphalt Based Potting Compounds,DEL,No,No,No,No,No,Texas,Punjab,India,2023-02-07T11:21:00.369Z,Completed
MAT224620,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,91903,LAX,E-Liqids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-08-15T15:38:37.425Z,Completed
MAT234254,Evelyn Martin,Benjamin Lee,Egypt Air Cargo,Egypt Air Cargo / JFK *,General,164174,ATL,Indicator panels,CAI,No,No,No,No,No,Georgia,Cairo,Egypt,2023-06-22T10:56:57.918Z,Claims
MAT236057,Lucas Thompson,Sophia Thomas,Mercury Air Cargo,Mercury World Cargo,General,3200,LAX,"Essential Oils

",DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-09-14T11:38:57.745Z,Released
MAT242223,Ethan Baker,Michael Miller,Gulf Air,Gulf Air / JFK*,Other,6991,ORD,"ATA 3i Cable Assembly, V.2, CI, Tested - Non haz",RUH,No,No,No,No,No,Illinois,Riyadh,Saudi Arabia,2024-04-04T18:44:56.871Z,Active
MAT226174,Aurora Patel,William Johnson,Kuwait Airways,Kuwait Airways,General,51273,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2022-10-21T15:55:40.524Z,Completed
MAT234514,Ethan Baker,Amelia Robinson,Cargolux,Cargolux/SFO *,Other,276186,ORD,Medical Devices - Valu Pak,RUH,No,No,No,No,No,Illinois,Riyadh,Saudi Arabia,2023-07-06T17:50:14.131Z,Completed
MAT241452,Lucas Thompson,Noah Patel,Etihad Airways,Etihad Airways / LAX *,General,255854,ORD,Machinery Parts ,BLR,No,No,No,No,No,Illinois,Karnataka,India,2024-03-05T11:03:47.354Z,Released
MAT227906,Evelyn Martin,William Johnson,Mercury Air Cargo,Mercury Air Cargo,General,208973,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-12-28T20:21:49.928Z,Completed
MAT212837,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,125669,ORD,OXYGEN CONCENTRATORS,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2021-06-03T17:05:56.645Z,Completed
MAT242825,Lucas Thompson,Ava Garcia,British Airways,British Airways / SFO *,Other,161171,IAH,Steel pipe,BOM,No,No,No,No,No,Texas,Maharashtra,India,2024-04-29T10:59:56.604Z,Active
MAT224568,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,27718,LAX,E-Liqids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-08-11T15:57:07.004Z,Completed
MAT233934,Evelyn Martin,Benjamin Lee,British Airways,British Airways/SFO *,Other,100911,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-06-08T00:26:36.771Z,Completed
MAT223468,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,193048,LAX,E-Liquids,KWI,No,No,No,No,No,,,Kuwait,2022-06-16T19:01:04.805Z,Completed
MAT241596,Alexander Young,Ava Garcia,Air India,Air India / SFO*,General,283516,CLT,"Hydrovance, Dermacryl 79, Elfamoist AC, Structure XL, DRY-FLO TS 100 LB FBR DR",BOM,No,No,No,No,No,North Carolina,Maharashtra,India,2024-03-11T13:59:03.292Z,Released
MAT241482,Maya Davis,Ava Garcia,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,General,29497,IAD,Hair care products,JED,No,No,No,No,No,District of Columbia,Mecca,Saudi Arabia,2024-03-05T21:25:17.677Z,Released
MAT241522,Noah Miller,Michael Miller,All Nippon Airways ,All Nippon Airways / LAX *,General,161718,ATL,fertilizer ,HAN,No,No,No,No,No,Georgia,Hà Nội,Vietnam,2024-03-06T22:20:29.591Z,Released
MAT224338,Lucas Thompson,Benjamin Lee,British Airways,British Airways/SFO *,Other,38668,IAD,"00000167506 UCONTM Heat Transfer Fluid 
",BOM,No,No,No,No,No,,,India,2022-07-29T15:13:38.906Z,Completed
MAT215660,Blake Garcia,Daniel Young,British Airways,British Airways/LHR,Other,57683,ATL,Transmission,MAA,No,No,No,No,No,Georgia,Tamil Nadu,India,2021-09-28T12:28:37.009Z,Cancel
MAT231507,Alexander Young,William Johnson,Kuwait Airways,Kuwait Airways,General,300973,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2023-03-03T23:34:58.828Z,Completed
MAT226985,Lucas Thompson,Benjamin Lee,British Airways,British Airways/SFO *,General,89359,IAD,"CARBOWAX# SENTRY# 
Polyethylene Glycol 1450 NF Flake (Inhibited) 50 LB bag
",BOM,No,No,No,No,No,District of Columbia,Maharashtra,India,2022-11-21T13:45:32.682Z,Completed
MAT214828,Chloe Anderson,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,169884,SEA,General Cargo,KWI,No,No,No,No,No,Washington,Farwaniya,Kuwait,2021-08-21T12:30:49.657Z,Completed
MAT224660,Ethan Baker,Sophia Thomas,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,34615,SEA,Non-hazardous,RUH,No,No,No,No,No,Washington,Riyadh,Saudi Arabia,2022-08-16T19:05:57.971Z,Completed
